brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_size,cylinders,hp,fi_type,turbo,trans_type,trans_speed,ext_base_color,ext_color_type,int_base_color
Mercedes-Benz,AMG GL AMG GL 63 4MATIC,2016,69000.0,Gasoline,550.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,0,1,36500.0,5.5,8 CYLINDER,550.0,NA,NA,Manual,6.0,Black,Gloss,Brown
RAM,ProMaster 3500 High Roof,2021,147834.0,Gasoline,3.6L V6 24V MPFI DOHC,6-Speed Automatic,Bright White Clearcoat,Black,0,1,32662.0,3.6,V6,300.0,MPFI,NA,Automatic,6.0,White,Gloss,Black
Ford,Utility Police Interceptor Base,2013,105000.0,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,1,1,6600.0,3.7,V6,300.0,NA,NA,Automatic,8.0,White,Gloss,Black
Audi,A5 2.0T Premium,2011,92203.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,0,1,9995.0,2.0,4 CYLINDER,211.0,NA,NA,Manual,6.0,Red,Gloss,Beige
Nissan,GT-R Premium,2010,15600.0,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,0,1,69500.0,3.8,V6,485.0,NA,NA,Manual,6.0,White,Gloss,Black
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2018,104700.0,Gasoline,V6,Automatic,Fuji White,Ivory / Ebony,1,0,30775.0,3.5,V6,300.0,NA,NA,Automatic,8.0,White,Gloss,Ebony
Toyota,Corolla LE,2010,72348.0,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,1,1,9995.0,1.8,4 CYLINDER,132.0,NA,NA,Automatic,8.0,Red,Gloss,Gray
Mercedes-Benz,C-Class C300 4MATIC,2022,13177.0,Gasoline,2.0 Liter Turbo,Automatic,White,Silk Beige/Black,0,0,44798.0,2.0,NA,310.0,NA,Turbo,Automatic,8.0,White,Gloss,Beige
Porsche,Cayenne E-Hybrid S,2016,96000.0,Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Red,1,1,23000.0,3.0,V6,416.0,NA,NA,Manual,6.0,White,Gloss,Red
Chevrolet,Express 1500 Work Van,2011,93009.0,E85 Flex Fuel,5.3L V8 16V MPFI OHV Flexible Fuel,4-Speed Automatic,Summit White,Medium Pewter,0,1,22495.0,5.3,V8,310.0,MPFI,NA,Automatic,4.0,White,Gloss,Miscellaneous
INFINITI,Q70h Base,2016,52750.0,Hybrid,360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,White,Black,1,1,28998.0,3.5,V6,360.0,NA,NA,Automatic,7.0,White,Gloss,Black
Audi,A7 Premium Plus,2020,25361.0,Hybrid,3.0 Liter Turbo,Automatic,Typhoon Gray,Black,0,0,49998.0,3.0,NA,310.0,NA,Turbo,Automatic,8.0,Gray,Gloss,Black
Audi,Q7 3.0T Premium Plus,2015,98527.0,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,0,0,9995.0,3.0,V6,280.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Chrysler,Pacifica Touring,2017,87305.0,–,–,9-Speed A/T,Silver,Black,0,1,9000.0,3.5,NA,310.0,NA,NA,Automatic,9.0,Silver,Gloss,Black
Audi,TTS 2.0T Premium Plus,2012,72922.0,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,0,0,25999.0,2.0,4 CYLINDER,265.0,NA,NA,Automatic,6.0,White,Gloss,Black
BMW,650 Gran Coupe i xDrive,2015,41000.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,0,1,30000.0,4.4,8 CYLINDER,445.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Subaru,Forester Premium,2021,42125.0,Gasoline,2.5L H4 16V GDI DOHC,Automatic CVT,Crystal Black Silica,Black,0,1,27899.0,2.5,NA,310.0,GDI,NA,AUTOMATIC CVT,7.0,Black,Gloss,Black
Mercedes-Benz,AMG C AMG C 63,2016,62000.0,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,0,1,40000.0,4.0,8 CYLINDER,469.0,NA,NA,Manual,6.0,Black,Gloss,Black
Land,Rover LR3 HSE,2006,153843.0,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,1,1,9950.0,4.4,8 CYLINDER,300.0,NA,NA,Automatic,6.0,Red,Gloss,Beige
BMW,X7 xDrive40i,2019,35248.0,Gasoline,3.0 Liter Twin Turbo,Automatic,Arctic Gray Metallic,Black,0,0,53998.0,3.0,NA,310.0,NA,Twin Turbo,Automatic,8.0,Gray,Metallic,Black
Ford,Transit Connect XLT,2015,194454.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,0,1,9888.0,2.5,4 CYLINDER,169.0,NA,NA,Automatic,6.0,White,Gloss,Black
Lexus,LX 570 Three-Row,2021,21000.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,0,1,89999.0,5.7,8 CYLINDER,383.0,NA,NA,Manual,6.0,White,Gloss,Black
Porsche,911 Carrera S,2013,18494.0,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,0,0,86900.0,3.8,FLAT 6,400.0,NA,NA,Manual,7.0,Black,Gloss,Black
Dodge,Ram 2500 Laramie Quad Cab,2006,218000.0,Gasoline,330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,0,1,12990.0,5.7,8 CYLINDER,330.0,NA,NA,Automatic,4.0,Red,Gloss,Gray
Nissan,Armada SL,2021,67800.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,1,1,36500.0,5.6,8 CYLINDER,400.0,NA,NA,Automatic,7.0,Silver,Gloss,Black
Porsche,Cayman Base,2014,79000.0,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,1,1,42999.0,2.7,FLAT 6,275.0,NA,NA,Manual,6.0,Red,Gloss,Black
Mercedes-Benz,GLE 450 GLE 450,2022,24906.0,Hybrid,3.0 Liter Turbo,Automatic,Selenite Grey Metallic,Black,0,0,63998.0,3.0,NA,310.0,NA,Turbo,Automatic,8.0,Miscellaneous,Metallic,Black
Chevrolet,Monte Carlo SS,2006,66840.0,Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,1,1,12000.0,5.3,8 CYLINDER,303.0,NA,NA,Automatic,8.0,White,Gloss,Gray
BMW,M5 Base,2013,86000.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,White,0,1,32000.0,4.4,8 CYLINDER,560.0,NA,NA,Manual,6.0,Blue,Gloss,White
Hyundai,Kona N Base,2023,654.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic with Auto-Shift,Ultra Black,Black,0,1,34599.0,2.0,I4,310.0,GDI,Turbo,Automatic,8.0,Black,Gloss,Black
Chevrolet,Monte Carlo SS,2005,75000.0,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,12500.0,3.8,V6,240.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Land,Rover Range Rover Evoque Pure,2015,84000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Beige,Black,1,1,22800.0,2.0,4 CYLINDER,240.0,NA,NA,Automatic,9.0,Beige,Gloss,Black
Audi,S7 4.0T Premium Plus,2017,52500.0,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,0,1,39999.0,4.0,8 CYLINDER,450.0,NA,NA,Manual,6.0,Gray,Gloss,Gray
GMC,Acadia SLT-1,2011,120000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,0,1,7500.0,3.6,V6,288.0,NA,NA,Automatic,6.0,Silver,Gloss,Gray
Alfa,Romeo Stelvio Ti Sport,2020,18665.0,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Lunare White Metallic,Ice,0,1,35645.0,2.0,I4,310.0,GDI,Turbo,Automatic,8.0,White,Metallic,Miscellaneous
Ferrari,FF Base,2016,19987.0,Gasoline,651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,0,1,149900.0,6.3,12 CYLINDER,651.0,NA,NA,Automatic,7.0,Black,Gloss,Brown
Kia,K900 5.0L,2017,36486.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,1,1,23950.0,5.0,8 CYLINDER,420.0,NA,NA,Automatic,8.0,Black,Gloss,Beige
Ford,E150 XLT,2013,162100.0,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Black,Gray,0,1,12500.0,5.4,8 CYLINDER,255.0,NA,NA,Automatic,4.0,Black,Gloss,Gray
Toyota,4Runner SR5,2022,28377.0,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Silver,Gray,0,0,36999.0,4.0,V6,300.0,MPFI,NA,Automatic,5.0,Silver,Gloss,Gray
Subaru,Forester Base,2020,32744.0,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,0,1,24000.0,2.5,4 CYLINDER,182.0,NA,NA,Variable,7.0,Black,Gloss,Gray
Porsche,Panamera 2,2012,54000.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,1,1,26000.0,3.6,V6,300.0,NA,NA,Automatic,8.0,White,Gloss,Miscellaneous
Toyota,Tacoma PreRunner,2008,202055.0,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,1,1,8500.0,4.0,V6,236.0,NA,NA,Automatic,8.0,Silver,Gloss,Gray
RAM,2500 Laramie,2019,65000.0,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,0,1,65000.0,6.7,STRAIGHT 6,370.0,NA,NA,Automatic,6.0,Black,Gloss,Black
Kia,Sportage Nightfall,2022,9686.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Hyper Red,Black,0,1,30990.0,2.4,I4,310.0,GDI,NA,Automatic,6.0,Red,Gloss,Black
Cadillac,DTS Base,2010,49620.0,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,0,1,10499.0,4.6,8 CYLINDER,275.0,NA,NA,Automatic,8.0,White,Gloss,Gray
Toyota,Land Cruiser Base,1997,213000.0,Gasoline,212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,0,1,26500.0,4.5,STRAIGHT 6,212.0,NA,NA,Automatic,4.0,White,Gloss,Beige
Nissan,GT-R Premium,2020,16010.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,0,1,114000.0,3.8,V6,565.0,NA,NA,Automatic,8.0,White,Gloss,Black
Lexus,NX 350 F SPORT Handling,2023,820.0,Gasoline,2.4 Liter,8-SPEED AT,Black,Black,0,0,51998.0,2.4,NA,310.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Audi,Q7 45 Premium Plus,2021,68000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,0,1,36499.0,2.0,4 CYLINDER,248.0,NA,NA,Automatic,8.0,Blue,Gloss,Black
Lexus,LX 470 Base,1999,82000.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,0,1,25000.0,4.7,8 CYLINDER,230.0,NA,NA,Automatic,8.0,White,Gloss,Beige
GMC,Terrain SLE,2022,27352.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,0,0,27785.0,1.5,I4,310.0,GDI,Turbo,Automatic,9.0,White,Gloss,Black
Ford,Escape Limited,2012,129000.0,Gasoline,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,1,1,7000.0,2.5,4 CYLINDER,171.0,NA,NA,Automatic,8.0,White,Gloss,Gray
Lexus,LS 460 L,2014,106731.0,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,1,1,30000.0,4.6,8 CYLINDER,360.0,NA,NA,Automatic,8.0,White,Gloss,Beige
Ford,Expedition Platinum,2019,34672.0,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,White,0,1,45500.0,3.5,V6,400.0,NA,NA,Automatic,10.0,White,Gloss,White
Chevrolet,Malibu LTZ,2010,55900.0,Gasoline,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,0,1,8950.0,3.6,V6,252.0,NA,NA,Manual,6.0,Beige,Gloss,Beige
Audi,RS 7 4.0T quattro,2023,3158.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,1-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,0,0,128900.0,4.0,V8,310.0,GDI,Twin Turbo,Automatic,1.0,Gray,Gloss,Black
Audi,A5 2.0T Premium Plus,2015,82000.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,0,1,17000.0,2.0,4 CYLINDER,220.0,NA,NA,Automatic,8.0,White,Gloss,Brown
Genesis,G70 2.0T,2023,4785.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,0,1,42850.0,2.0,I4,310.0,GDI,Turbo,Automatic,8.0,Black,Gloss,Black
Chevrolet,Trailblazer LS,2021,20497.0,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Pacific Blue Metallic,Black,0,0,22999.0,1.3,I3,310.0,GDI,Turbo,Automatic,9.0,Blue,Metallic,Black
Scion,tC Base,2013,177600.0,Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,1,1,7100.0,2.5,4 CYLINDER,180.0,NA,NA,Automatic,6.0,Silver,Gloss,Black
Lincoln,MKZ Hybrid Base,2014,78568.0,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,0,1,15500.0,2.0,4 CYLINDER,188.0,NA,NA,Automatic,8.0,Blue,Gloss,Beige
Ford,Transit-350 XL,2018,95000.0,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,0,1,43000.0,3.7,V6,275.0,NA,NA,Automatic,8.0,White,Gloss,Gray
Porsche,911 GT2 RS,2018,4529.0,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Black,0,1,417500.0,3.8,NA,310.0,GDI,Twin Turbo,Automatic,7.0,Black,Gloss,Black
Ford,Explorer Timberline,2021,25240.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,1,0,39951.0,2.3,I4,310.0,GDI,Turbo,Automatic,10.0,Gray,Gloss,Ebony
Volvo,XC90 3.2,2011,88300.0,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,1,1,11500.0,3.2,STRAIGHT 6,235.0,NA,NA,Automatic,8.0,Blue,Gloss,Beige
Chevrolet,Avalanche LTZ,2013,98000.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,1,1,27499.0,5.3,8 CYLINDER,320.0,NA,NA,Automatic,6.0,Silver,Gloss,Black
Audi,TT RS 2.5T,2018,20675.0,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,0,1,76000.0,2.5,5 CYLINDER,400.0,NA,NA,Manual,6.0,Gray,Gloss,Gray
Lincoln,Navigator L,2008,95000.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,10900.0,5.4,8 CYLINDER,300.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Hyundai,Elantra GLS,2010,107000.0,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Blue,1,1,6250.0,2.0,4 CYLINDER,138.0,NA,NA,Automatic,4.0,Blue,Gloss,Blue
Audi,SQ5 3.0T Premium Plus,2016,60000.0,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,1,1,24700.0,3.0,V6,354.0,NA,NA,Manual,6.0,Black,Gloss,Black
Mitsubishi,Lancer Evolution GSR,2012,33000.0,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,0,1,34999.0,2.0,4 CYLINDER,291.0,NA,NA,Manual,5.0,Black,Gloss,Black
Mercedes-Benz,Maybach S S 600,2016,108500.0,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,0,1,63500.0,6.0,12 CYLINDER,523.0,NA,NA,Automatic,7.0,White,Gloss,Beige
Nissan,GT-R Premium,2017,37800.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,0,1,149500.0,3.8,V6,565.0,NA,NA,Manual,6.0,Orange,Gloss,Orange
Mercedes-Benz,GLS 550 Base 4MATIC,2018,74422.0,Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,0,0,44798.0,4.7,NA,310.0,NA,Twin Turbo,Automatic,8.0,Black,Metallic,Gray
Chevrolet,Blazer Premier,2019,55621.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,0,0,34562.0,3.6,V6,300.0,GDI,NA,Automatic,9.0,Silver,Metallic,Black
Mazda,CX-9 Grand Touring,2021,46707.0,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Sonic Silver Metallic,Black,1,1,32541.0,2.5,I4,310.0,GDI,Turbo,Automatic,6.0,Silver,Metallic,Black
Ford,Expedition Max Limited,2022,26500.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,0,1,65900.0,3.5,V6,440.0,NA,NA,Automatic,8.0,White,Gloss,Beige
Nissan,Titan XD SV,2020,10001.0,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,0,1,47214.0,5.6,V8,310.0,GDI,NA,Automatic,9.0,Black,Gloss,Black
Lexus,LX 570 Three-Row,2019,19050.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,0,1,76900.0,5.7,8 CYLINDER,383.0,NA,NA,Automatic,8.0,Black,Gloss,Beige
Chevrolet,Traverse Premier,2020,52000.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,0,1,35800.0,3.6,V6,310.0,NA,NA,Automatic,8.0,White,Gloss,Black
Mercedes-Benz,Sprinter High Roof,2014,65000.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Black,1,1,54999.0,3.0,V6,188.0,NA,NA,Automatic,7.0,Black,Gloss,Black
BMW,X5 3.0i,2004,140000.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,0,1,6730.0,3.0,STRAIGHT 6,225.0,NA,NA,Manual,6.0,Black,Gloss,Beige
Ford,Fusion SE,2018,75600.0,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,1,1,14950.0,1.5,4 CYLINDER,181.0,NA,NA,Automatic,8.0,Blue,Gloss,Black
Lincoln,MKZ Base,2015,117292.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,0,1,12000.0,2.0,4 CYLINDER,240.0,NA,NA,Automatic,8.0,Beige,Gloss,Beige
Ford,GT,2005,1897.0,Gasoline,5.4 Liter SC DOHC,Manual,White,–,0,0,429998.0,5.4,NA,310.0,NA,NA,Manual,6.0,White,Gloss,Miscellaneous
Genesis,G90 5.0 Ultimate,2017,26000.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,0,1,33600.0,5.0,8 CYLINDER,420.0,NA,NA,Manual,6.0,White,Gloss,Beige
Lexus,LC 500 Base,2022,2071.0,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,0,0,99950.0,5.0,V8,310.0,PDI,NA,Automatic,8.0,Miscellaneous,Gloss,Miscellaneous
Ford,Shelby GT500 Base,2014,15629.0,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,Black,0,0,61900.0,5.8,V8,310.0,MPFI,Supercharged,Manual,6.0,Black,Gloss,Black
Saturn,Sky Base,2008,15020.0,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Red,0,1,18500.0,2.4,4 CYLINDER,173.0,NA,NA,Automatic,8.0,Silver,Gloss,Red
Audi,RS Q8 4.0T quattro,2022,11322.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,0,0,119900.0,4.0,V8,310.0,GDI,Twin Turbo,Automatic,8.0,Gray,Gloss,Black
Toyota,Land Cruiser,2016,50361.0,Gasoline,5.7 Liter,Automatic,Silver,Black,0,0,65998.0,5.7,NA,310.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Mercedes-Benz,SL-Class SL 550,2013,115000.0,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,1,1,36000.0,4.6,8 CYLINDER,429.0,NA,NA,Manual,6.0,Black,Gloss,Black
Porsche,911 Carrera C2S,2005,28500.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,0,1,63500.0,3.8,FLAT 6,355.0,NA,NA,Manual,6.0,Silver,Gloss,Black
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700.0,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,0,1,32000.0,2.0,4 CYLINDER,375.0,NA,NA,Manual,6.0,White,Gloss,Black
Ford,Taurus X Limited,2008,148949.0,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,0,1,3900.0,3.5,V6,263.0,NA,NA,Automatic,8.0,Blue,Gloss,Beige
BMW,440 Gran Coupe i,2018,39300.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,1,1,31750.0,3.0,STRAIGHT 6,320.0,NA,NA,Automatic,8.0,White,Gloss,Beige
Honda,S2000 CR,2008,82323.0,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,0,1,28500.0,2.2,4 CYLINDER,237.0,NA,NA,Manual,6.0,Black,Gloss,Black
Acura,Integra w/A-Spec Tech Package,2023,3574.0,Gasoline,1.5 Liter Turbo,Variable,Apex Blue,Orchid,0,0,34998.0,1.5,NA,310.0,NA,Turbo,Manual,6.0,Blue,Gloss,Miscellaneous
Ford,Excursion Limited,2001,109357.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,0,1,12749.0,6.8,10 CYLINDER,310.0,NA,NA,Automatic,8.0,Green,Gloss,Beige
Mercedes-Benz,SL-Class SL500 Roadster,2004,46000.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,0,1,18853.0,5.0,8 CYLINDER,302.0,NA,NA,Automatic,8.0,White,Gloss,Gray
Mercedes-Benz,CLS-Class CLS 550,2007,123112.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,1,1,104999.0,5.5,8 CYLINDER,382.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
INFINITI,G35 Sport,2007,37100.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,0,1,16900.0,3.5,V6,306.0,NA,NA,Manual,6.0,Gray,Gloss,Black
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,0,1,14500.0,2.0,4 CYLINDER,210.0,NA,NA,Manual,6.0,Silver,Gloss,Black
Dodge,Challenger R/T Scat Pack,2022,1240.0,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Go Mango!,Black,0,0,53900.0,6.4,V8,310.0,MPFI,NA,Automatic,8.0,Miscellaneous,Gloss,Black
Lincoln,Navigator L Reserve,2019,67073.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,1,1,47999.0,3.5,V6,450.0,NA,NA,Automatic,10.0,Black,Gloss,Black
Maserati,Ghibli S Q4,2015,28700.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,0,0,24900.0,3.0,V6,404.0,NA,NA,Automatic,8.0,White,Gloss,Red
Mercedes-Benz,AMG G 63 Base,2018,41000.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,0,1,108900.0,5.5,8 CYLINDER,563.0,NA,NA,Manual,6.0,Gray,Gloss,Black
Ford,Expedition Limited,2018,98995.0,Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,0,0,34998.0,3.5,NA,310.0,GTDI,NA,Automatic,8.0,Silver,Metallic,Ebony
Volkswagen,Routan SE,2012,123815.0,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,0,1,5000.0,3.6,V6,283.0,NA,NA,Automatic,6.0,Black,Gloss,Gray
Bugatti,Veyron 16.4 Grand Sport,2011,6330.0,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,White,0,1,1950995.0,8.0,NA,310.0,GDI,Twin Turbo,Automatic,7.0,White,Gloss,White
Toyota,Highlander XLE,2020,61341.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,1,0,34084.0,3.5,V6,300.0,PDI,NA,Automatic,8.0,Black,Metallic,Black
